SBOID;SAID;DescriptionDE;DescriptionFR;DescriptionIT;DescriptionEN;AbbreviationDE;AbbreviationFR;AbbreviationIT;AbbreviationEN;OrganisationNumber;ContactEnterpriseMail;validFrom;validTo;types
ch:1:sboid:101344;101344;ZIB ZÜRICH                   O;ZIB ZÜRICH                   O;ZIB ZÜRICH                   O;ZIB ZÜRICH                   O;ZIB ZUE;ZIB ZUE;ZIB ZUE;ZIB ZUE;21379;;1900-01-01;1998-11-10;60
ch:1:sboid:101346;101346;Croisitour Neuchâtel         O;Croisitour Neuchâtel         O;Croisitour Neuchâtel         O;Croisitour Neuchâtel         O;CROISI NE;CROISI NE;CROISI NE;CROISI NE;21381;;1900-01-01;2011-01-31;60
ch:1:sboid:101347;101347;Travac Zürich                O;Travac Zürich                O;Travac Zürich                O;Travac Zürich                O;TRAVAC;TRAVAC;TRAVAC;TRAVAC;21382;;1900-01-01;2015-05-31;60
ch:1:sboid:101348;101348;Intercommercial Zürich       O;Intercommercial Zürich       O;Intercommercial Zürich       O;Intercommercial Zürich       O;INTERCOMM;INTERCOMM;INTERCOMM;INTERCOMM;21383;;1900-01-01;2003-04-01;60
ch:1:sboid:101349;101349;Punto Aarau                  O;Punto Aarau                  O;Punto Aarau                  O;Punto Aarau                  O;PUNTO AA;PUNTO AA;PUNTO AA;PUNTO AA;21384;;1900-01-01;1999-02-28;60
ch:1:sboid:101351;101351;Lido Genève                  O;Lido Genève                  O;Lido Genève                  O;Lido Genève                  O;LIDO GE;LIDO GE;LIDO GE;LIDO GE;21386;;1900-01-01;2003-12-31;60
ch:1:sboid:101452;101452;Romontours Romont            O;Romontours Romont            O;Romontours Romont            O;Romontours Romont            O;ROMONTOURS;ROMONTOURS;ROMONTOURS;ROMONTOURS;21591;;1900-01-01;2006-03-31;60
ch:1:sboid:101494;101494;SOL Lausanne                 O;SOL Lausanne                 O;SOL Lausanne                 O;SOL Lausanne                 O;SOL LS;SOL LS;SOL LS;SOL LS;21635;;1900-01-01;2013-04-05;60
ch:1:sboid:101495;101495;Rothorn Lenzerheide          O;Rothorn Lenzerheide          O;Rothorn Lenzerheide          O;Rothorn Lenzerheide          O;ROTHORN;ROTHORN;ROTHORN;ROTHORN;21636;;1900-01-01;2000-05-31;60
ch:1:sboid:101496;101496;Sierre Voyages Sierre        O;Sierre Voyages Sierre        O;Sierre Voyages Sierre        O;Sierre Voyages Sierre        O;SIERRE;SIERRE;SIERRE;SIERRE;21637;;1900-01-01;2015-05-31;60
ch:1:sboid:101497;101497;Stalder Landquart            O;Stalder Landquart            O;Stalder Landquart            O;Stalder Landquart            O;STALDER LQ;STALDER LQ;STALDER LQ;STALDER LQ;21639;;1900-01-01;2006-04-30;60
ch:1:sboid:101499;101499;Sun Travel St-Prex           O;Sun Travel St-Prex           O;Sun Travel St-Prex           O;Sun Travel St-Prex           O;SUN TRAVEL;SUN TRAVEL;SUN TRAVEL;SUN TRAVEL;21641;;1900-01-01;2002-11-02;60
ch:1:sboid:101501;101501;Ticket Bleu La Sarraz        O;Ticket Bleu La Sarraz        O;Ticket Bleu La Sarraz        O;Ticket Bleu La Sarraz        O;TICKET BLE;TICKET BLE;TICKET BLE;TICKET BLE;21644;;1900-01-01;2002-01-31;60
ch:1:sboid:101502;101502;Tevy Wädenswil               O;Tevy Wädenswil               O;Tevy Wädenswil               O;Tevy Wädenswil               O;TEVY WAE;TEVY WAE;TEVY WAE;TEVY WAE;21645;;1900-01-01;1999-02-28;60
ch:1:sboid:101503;101503;Tourisme pr Tous Lausanne    O;Tourisme pr Tous Lausanne    O;Tourisme pr Tous Lausanne    O;Tourisme pr Tous Lausanne    O;TPT LS;TPT LS;TPT LS;TPT LS;21646;;1900-01-01;1999-12-31;60
ch:1:sboid:101504;101504;Tourship Genève              O;Tourship Genève              O;Tourship Genève              O;Tourship Genève              O;TOURSHIP;TOURSHIP;TOURSHIP;TOURSHIP;21647;;1900-01-01;2002-11-02;60
ch:1:sboid:101282;101282;EXOTICA EPALINGES            O;EXOTICA EPALINGES            O;EXOTICA EPALINGES            O;EXOTICA EPALINGES            O;EXOTICA;EXOTICA;EXOTICA;EXOTICA;21317;;1900-01-01;1998-08-21;60
ch:1:sboid:101283;101283;FEREX BIEL/BIENNE            O;FEREX BIEL/BIENNE            O;FEREX BIEL/BIENNE            O;FEREX BIEL/BIENNE            O;FEREX BI;FEREX BI;FEREX BI;FEREX BI;21318;;1900-01-01;1998-08-21;60
ch:1:sboid:101284;101284;FERIEN WELT BERN             O;FERIEN WELT BERN             O;FERIEN WELT BERN             O;FERIEN WELT BERN             O;FERIEN BN;FERIEN BN;FERIEN BN;FERIEN BN;21319;;1900-01-01;1998-08-21;60
ch:1:sboid:101285;101285;FERIFAM DISENTIS/MUSTER      O;FERIFAM DISENTIS/MUSTER      O;FERIFAM DISENTIS/MUSTER      O;FERIFAM DISENTIS/MUSTER      O;FERIF DIS;FERIF DIS;FERIF DIS;FERIF DIS;21320;;1900-01-01;1998-11-10;60
ch:1:sboid:101286;101286;FINLANIA ZUERICH             O;FINLANIA ZUERICH             O;FINLANIA ZUERICH             O;FINLANIA ZUERICH             O;FINL ZUE;FINL ZUE;FINL ZUE;FINL ZUE;21321;;1900-01-01;1998-11-10;60
ch:1:sboid:101287;101287;FINS MUEHLEBERG              O;FINS MUEHLEBERG              O;FINS MUEHLEBERG              O;FINS MUEHLEBERG              O;FINS MUEHL;FINS MUEHL;FINS MUEHL;FINS MUEHL;21322;;1900-01-01;1998-11-10;60
ch:1:sboid:101288;101288;FIRST BERN                   O;FIRST BERN                   O;FIRST BERN                   O;FIRST BERN                   O;FIRST BN;FIRST BN;FIRST BN;FIRST BN;21323;;1900-01-01;1998-08-21;60
ch:1:sboid:100662;100662;Automobildienste BLS AG (aoe auto);Automobildienste BLS AG (aoe auto);Automobildienste BLS AG (aoe auto);Automobildienste BLS AG (aoe auto);BLS/Autaoe;BLS/Autaoe;BLS/Autaoe;BLS/Autaoe;863;;1900-01-01;2012-09-30;30
ch:1:sboid:100665;100665;Autoverkehr SGV;Autoverkehr SGV;Autoverkehr SGV;Autoverkehr SGV;SGV Auto;SGV Auto;SGV Auto;SGV Auto;866;;1900-01-01;2006-12-31;30
ch:1:sboid:100666;100666;Emmer Busbetriebe;Emmer Busbetriebe;Emmer Busbetriebe;Emmer Busbetriebe;EBB;EBB;EBB;EBB;867;;1900-01-01;2013-05-31;30
ch:1:sboid:100668;100668;Automobildienste Regionalverkehr Mittelland (ebt/bu);Automobildienste Regionalverkehr Mittelland (ebt/bu);Automobildienste Regionalverkehr Mittelland (ebt/bu);Automobildienste Regionalverkehr Mittelland (ebt/bu);RM/Autobu;RM/Autobu;RM/Autobu;RM/Autobu;869;;1900-01-01;2008-05-31;30
ch:1:sboid:100673;100673;Regionalbus Wiggertal;Regionalbus Wiggertal;Regionalbus Wiggertal;Regionalbus Wiggertal;RBW;RBW;RBW;RBW;874;;1900-01-01;2004-12-11;95
ch:1:sboid:100674;100674;Autoverkehr Thun-Stocken-Gürbetal;Autoverkehr Thun-Stocken-Gürbetal;Autoverkehr Thun-Stocken-Gürbetal;Autoverkehr Thun-Stocken-Gürbetal;TSG;TSG;TSG;TSG;875;;1900-01-01;1999-07-31;30
ch:1:sboid:100676;100676;Auto Sursee-Triengen;Auto Sursee-Triengen;Auto Sursee-Triengen;Auto Sursee-Triengen;ST Auto;ST Auto;ST Auto;ST Auto;877;;1900-01-01;1998-06-30;30
ch:1:sboid:100677;100677;Autoverkehr Brienz-Brienzwiler;Autoverkehr Brienz-Brienzwiler;Autoverkehr Brienz-Brienzwiler;Autoverkehr Brienz-Brienzwiler;AVBB;AVBB;AVBB;AVBB;878;;1900-01-01;1999-07-31;30
ch:1:sboid:100679;100679;Busbetrieb Rheinfelden;Busbetrieb Rheinfelden;Busbetrieb Rheinfelden;Busbetrieb Rheinfelden;BBR;BBR;BBR;BBR;880;;1900-01-01;2012-05-31;30
ch:1:sboid:100683;100683;Autobusbetrieb Illnau-Effretikon;Autobusbetrieb Illnau-Effretikon;Autobusbetrieb Illnau-Effretikon;Autobusbetrieb Illnau-Effretikon;AIE;AIE;AIE;AIE;884;;1900-01-01;2001-12-31;30
ch:1:sboid:100686;100686;Busbetrieb Horgen;Busbetrieb Horgen;Busbetrieb Horgen;Busbetrieb Horgen;BBH     xx;BBH     xx;BBH     xx;BBH     xx;887;;1900-01-01;2001-12-31;30
ch:1:sboid:100689;100689;Autobusbetrieb Gachnang-Frauenfeld;Autobusbetrieb Gachnang-Frauenfeld;Autobusbetrieb Gachnang-Frauenfeld;Autobusbetrieb Gachnang-Frauenfeld;AGF;AGF;AGF;AGF;890;;1900-01-01;2006-12-31;30
ch:1:sboid:100690;100690;Kantonales Spital Wolhusen;Kantonales Spital Wolhusen;Kantonales Spital Wolhusen;Kantonales Spital Wolhusen;KSW;KSW;KSW;KSW;891;;1900-01-01;2003-02-28;30
ch:1:sboid:100691;100691;Autotransports Sion-Dixence-Thyon 2000;Autotransports Sion-Dixence-Thyon 2000;Autotransports Sion-Dixence-Thyon 2000;Autotransports Sion-Dixence-Thyon 2000;ASDT;ASDT;ASDT;ASDT;892;;1900-01-01;1994-01-02;30
ch:1:sboid:100696;100696;Automobildienste Aare Seeland mobil (rvo auto);Automobildienste Aare Seeland mobil (rvo auto);Automobildienste Aare Seeland mobil (rvo auto);Automobildienste Aare Seeland mobil (rvo auto);ASM/Autrvo;ASM/Autrvo;ASM/autrvo;ASM/Autrvo;897;;1900-01-01;2004-02-29;30
ch:1:sboid:101555;101555;Vela Tour Asti               O;Vela Tour Asti               O;Vela Tour Asti               O;Vela Tour Asti               O;VELA TOUR;VELA TOUR;VELA TOUR;VELA TOUR;21702;;1900-01-01;2014-04-30;60
ch:1:sboid:101558;101558;DB France Paris              O;DB France Paris              O;DB France Paris              O;DB France Paris              O;DB FRANCE;DB FRANCE;DB FRANCE;DB FRANCE;21707;;1900-01-01;2006-12-31;60
ch:1:sboid:101559;101559;Capital Tour Moscow          O;Capital Tour Moscow          O;Capital Tour Moscow          O;Capital Tour Moscow          O;CAPITAL T;CAPITAL T;CAPITAL T;CAPITAL T;21708;;1900-01-01;2013-04-05;60
ch:1:sboid:101570;101570;DSB Kobenhavn                O;DSB Kobenhavn                O;DSB Kobenhavn                O;DSB Kobenhavn                O;DSB KOBENH;DSB KOBENH;DSB KOBENH;DSB KOBENH;21722;;1900-01-01;2013-04-05;60
ch:1:sboid:101571;101571;Elance Genève                O;Elance Genève                O;Elance Genève                O;Elance Genève                O;ELANCE GE;ELANCE GE;ELANCE GE;ELANCE GE;21723;;1900-01-01;2008-01-31;60
ch:1:sboid:101574;101574;Zagorje Travel Kiev          O;Zagorje Travel Kiev          O;Zagorje Travel Kiev          O;Zagorje Travel Kiev          O;ZAGORJE;ZAGORJE;ZAGORJE;ZAGORJE;21728;;1900-01-01;2011-01-31;60
ch:1:sboid:101575;101575;Finland Travel Helsinki      O;Finland Travel Helsinki      O;Finland Travel Helsinki      O;Finland Travel Helsinki      O;FINLAND TR;FINLAND TR;FINLAND TR;FINLAND TR;21729;;1900-01-01;2006-12-31;60
ch:1:sboid:101576;101576;Helvetia Rhenoy              O;Helvetia Rhenoy              O;Helvetia Rhenoy              O;Helvetia Rhenoy              O;HELVETIA R;HELVETIA R;HELVETIA R;HELVETIA R;21731;;1900-01-01;2005-05-31;60
ch:1:sboid:100432;100432;Maag Busbetrieb AG Kloten;Maag Busbetrieb AG Kloten;Maag Busbetrieb AG Kloten;Maag Busbetrieb AG Kloten;MBB;MBB;MBB;MBB;519;;1900-01-01;2014-12-13;95
ch:1:sboid:100460;100460;Erlös Rollmaterial;Erlös Rollmaterial;Erlös Rollmaterial;Erlös Rollmaterial;Erlös RM;Erlös RM;Erlös RM;Erlös RM;557;;1900-01-01;2011-12-31;95
ch:1:sboid:100461;100461;Erlös Personenverkehr;Erlös Personenverkehr;Erlös Personenverkehr;Erlös Personenverkehr;Erlös PV;Erlös PV;Erlös PV;Erlös PV;558;;1900-01-01;2011-12-31;95
ch:1:sboid:100463;100463;Erlös Güterverkehr;Erlös Güterverkehr;Erlös Güterverkehr;Erlös Güterverkehr;Erlös GM;Erlös GM;Erlös GM;Erlös GM;560;;1900-01-01;2011-12-31;95
ch:1:sboid:100464;100464;Erlös Traktion und Zugdienste;Erlös Traktion und Zugdienste;Erlös Traktion und Zugdienste;Erlös Traktion und Zugdienste;Erlös TZ;Erlös TZ;Erlös TZ;Erlös TZ;561;;1900-01-01;2011-12-31;95
ch:1:sboid:100465;100465;Erlös Betriebsführung;Erlös Betriebsführung;Erlös Betriebsführung;Erlös Betriebsführung;Erlös BF;Erlös BF;Erlös BF;Erlös BF;562;;1900-01-01;2011-12-31;95
ch:1:sboid:101663;101663;Gleisnost Freiburg im Br.    O;Gleisnost Freiburg im Br.    O;Gleisnost Freiburg im Br.    O;Gleisnost Freiburg im Br.    O;GLEISNOST;GLEISNOST;GLEISNOST;GLEISNOST;21841;;1900-01-01;2011-06-30;60
ch:1:sboid:101664;101664;Lyria Paris                  O;Lyria Paris                  O;Lyria Paris                  O;Lyria Paris                  O;LYRIA PARI;LYRIA PARI;LYRIA PARI;LYRIA PARI;21842;;1900-01-01;2012-04-30;60
ch:1:sboid:101667;101667;Gullivers Reisen Wien;Gullivers Reisen Wien;Gullivers Reisen Wien;Gullivers Reisen Wien;GULL WIEN;GULL WIEN;GULL WIEN;GULL WIEN;21845;;1900-01-01;2012-08-15;60
ch:1:sboid:101669;101669;360 AB Stockholm             O;360 AB Stockholm             O;360 AB Stockholm             O;360 AB Stockholm             O;360 AB;360 AB;360 AB;360 AB;21847;;1900-01-01;2014-04-30;60
ch:1:sboid:101670;101670;Vai e Via Bozen              O;Vai e Via Bozen              O;Vai e Via Bozen              O;Vai e Via Bozen              O;VAI BOZEN;VAI BOZEN;VAI BOZEN;VAI BOZEN;21848;;1900-01-01;2012-08-15;60
ch:1:sboid:100076;100076;Basler Verkehrsbetriebe Linie 14;Basler Verkehrsbetriebe Linie 14;Basler Verkehrsbetriebe Linie 14;Basler Verkehrsbetriebe Linie 14;BLT/BV;BLT/BV;BLT/BV;BLT/BV;99;;1900-01-01;2003-05-31;10
ch:1:sboid:101514;101514;Club Lausanne                O;Club Lausanne                O;Club Lausanne                O;Club Lausanne                O;CLUB LS;CLUB LS;CLUB LS;CLUB LS;21657;;1900-01-01;2006-04-30;60
ch:1:sboid:101517;101517;Mediorama Winterthur         O;Mediorama Winterthur         O;Mediorama Winterthur         O;Mediorama Winterthur         O;MEDIO;MEDIO;MEDIO;MEDIO;21661;;1900-01-01;2003-12-31;60
ch:1:sboid:101520;101520;Sinici Rorschach             O;Sinici Rorschach             O;Sinici Rorschach             O;Sinici Rorschach             O;SINICI RS;SINICI RS;SINICI RS;SINICI RS;21664;;1900-01-01;2003-06-24;60
ch:1:sboid:101523;101523;Wittwer Neuchâtel            O;Wittwer Neuchâtel            O;Wittwer Neuchâtel            O;Wittwer Neuchâtel            O;WITTWER;WITTWER;WITTWER;WITTWER;21667;;1900-01-01;1999-02-28;60
ch:1:sboid:101526;101526;Culture Air Travel Genève  O;Culture Air Travel Genève  O;Culture Air Travel Genève  O;Culture Air Travel Genève  O;CULT AI GE;CULT AI GE;CULT AI GE;CULT AI GE;21670;;1900-01-01;2004-12-31;60
ch:1:sboid:101529;101529;Switzerland Sweet Home MoscowO;Switzerland Sweet Home MoscowO;Switzerland Sweet Home MoscowO;Switzerland Sweet Home MoscowO;SWIT SWEET;SWIT SWEET;SWIT SWEET;SWIT SWEET;21673;;1900-01-01;2015-05-31;60
ch:1:sboid:101530;101530;Fantazia Svit Kiev           O;Fantazia Svit Kiev           O;Fantazia Svit Kiev           O;Fantazia Svit Kiev           O;FANTA KIEV;FANTA KIEV;FANTA KIEV;FANTA KIEV;21674;;1900-01-01;2009-05-31;60
ch:1:sboid:101531;101531;MyTravel Stockholm           O;MyTravel Stockholm           O;MyTravel Stockholm           O;MyTravel Stockholm           O;MYTRAV ST;MYTRAV ST;MYTRAV ST;MYTRAV ST;21676;;1900-01-01;2006-12-31;60
ch:1:sboid:101533;101533;TQ3 Travel Mechelen          O;TQ3 Travel Mechelen          O;TQ3 Travel Mechelen          O;TQ3 Travel Mechelen          O;TQ3 MECHEL;TQ3 MECHEL;TQ3 MECHEL;TQ3 MECHEL;21678;;1900-01-01;2007-01-31;60
ch:1:sboid:101536;101536;PostAuto Schweiz Bern        O;PostAuto Schweiz Bern        O;PostAuto Schweiz Bern        O;PostAuto Schweiz Bern        O;PAG BN;PAG BN;PAG BN;PAG BN;21681;;1900-01-01;2009-05-31;60
ch:1:sboid:101540;101540;Rosati Winterthur            O;Rosati Winterthur            O;Rosati Winterthur            O;Rosati Winterthur            O;ROSATI W;ROSATI W;ROSATI W;ROSATI W;21686;;1900-01-01;2012-08-15;60
ch:1:sboid:101541;101541;Celli Dietikon Bahnhofstr    O;Celli Dietikon Bahnhofstr    O;Celli Dietikon Bahnhofstr    O;Celli Dietikon Bahnhofstr    O;CELLI DIET;CELLI DIET;CELLI DIET;CELLI DIET;21687;;1900-01-01;2009-06-30;60
ch:1:sboid:101545;101545;Kuoni Zürich TO              O;Kuoni Zürich TO              O;Kuoni Zürich TO              O;Kuoni Zürich TO              O;KUONI ZH T;KUONI ZH T;KUONI ZH T;KUONI ZH T;21691;;1900-01-01;2015-05-31;60
ch:1:sboid:101672;101672;Benetour Aosta               O;Benetour Aosta               O;Benetour Aosta               O;Benetour Aosta               O;BENE AOSTA;BENE AOSTA;BENE AOSTA;BENE AOSTA;21850;;1900-01-01;2015-05-31;60
ch:1:sboid:101675;101675;Reisecenter Plus AG;Reisecenter Plus AG;Reisecenter Plus AG;Reisecenter Plus AG;REISE PLUS;REISE PLUS;REISE PLUS;REISE PLUS;21853;;1900-01-01;2015-05-31;60
ch:1:sboid:101697;101697;Unterbruch DDB-P gelöscht neu 09990;Unterbruch DDB-P gelöscht neu 09990;Unterbruch DDB-P gelöscht neu 09990;Unterbruch DDB-P gelöscht neu 09990;Unterb....;Unterb....;Unterb....;Unterb....;99990;;1900-01-01;1994-08-02;99
ch:1:sboid:101247;101247;Compagnie internationale des Wagons-Lits et du Tourisme;Compagnie internationale des Wagons-Lits et du Tourisme;Compagnie internationale des Wagons-Lits et du Tourisme;Compagnie internationale des Wagons-Lits et du Tourisme;-ISG-;-ISG-;-ISG-;-ISG-;9902;;1900-01-01;2001-06-30;95
ch:1:sboid:101248;101248;Deutsche Service-Gesellschaft der Bahn;Deutsche Service-Gesellschaft der Bahn;Deutsche Service-Gesellschaft der Bahn;Deutsche Service-Gesellschaft der Bahn;-DSG-;-DSG-;-DSG-;-DSG-;9903;;1900-01-01;2001-06-30;95
ch:1:sboid:101249;101249;Schlafwagen- und Speisewagen-Gesellschaft Tschechien;Schlafwagen- und Speisewagen-Gesellschaft Tschechien;Schlafwagen- und Speisewagen-Gesellschaft Tschechien;Schlafwagen- und Speisewagen-Gesellschaft Tschechien;-JLV-;-JLV-;-JLV-;-JLV-;9904;;1900-01-01;2001-06-30;95
ch:1:sboid:101250;101250;Minibuffet AG;Minibuffet AG;Minibuffet AG;Minibuffet AG;-MB-;-MB-;-MB-;-MB-;9905;;1900-01-01;2001-06-30;95
ch:1:sboid:101251;101251;AGAPE, Ristorazione Ferroviaria Italia;AGAPE, Ristorazione Ferroviaria Italia;AGAPE, Ristorazione Ferroviaria Italia;AGAPE, Ristorazione Ferroviaria Italia;-AGA-;-AGA-;-AGA-;-AGA-;9906;;1900-01-01;2001-06-30;95
ch:1:sboid:101252;101252;MITROPA, Mitteleuropäische Schlafwagen und Speisewagen;MITROPA, Mitteleuropäische Schlafwagen und Speisewagen;MITROPA, Mitteleuropäische Schlafwagen und Speisewagen;MITROPA, Mitteleuropäische Schlafwagen und Speisewagen;-MIT-;-MIT-;-MIT-;-MIT-;9907;;1900-01-01;2001-06-30;95
ch:1:sboid:101253;101253;McDonald's Suisse SA;McDonald's Suisse SA;McDonald's Suisse SA;McDonald's Suisse SA;-McD-;-McD-;-McD-;-McD-;9908;;1900-01-01;2001-06-30;95
ch:1:sboid:101254;101254;Sercolsa, Espagna;Sercolsa, Espagna;Sercolsa, Espagna;Sercolsa, Espagna;-SER-;-SER-;-SER-;-SER-;9909;;1900-01-01;2001-06-30;95
ch:1:sboid:101255;101255;Schlafwagen- und Speisewagen-Gesellschaft Ungarn;Schlafwagen- und Speisewagen-Gesellschaft Ungarn;Schlafwagen- und Speisewagen-Gesellschaft Ungarn;Schlafwagen- und Speisewagen-Gesellschaft Ungarn;-UV-;-UV-;-UV-;-UV-;9910;;1900-01-01;2001-06-30;95
ch:1:sboid:101266;101266;ACAPA SCHINZNACH DORF        O;ACAPA SCHINZNACH DORF        O;ACAPA SCHINZNACH DORF        O;ACAPA SCHINZNACH DORF        O;ACAPA;ACAPA;ACAPA;ACAPA;21301;;1900-01-01;1998-08-21;60
ch:1:sboid:101267;101267;UNIVERSAL GENEVE             O;UNIVERSAL GENEVE             O;UNIVERSAL GENEVE             O;UNIVERSAL GENEVE             O;UNIVER GE;UNIVER GE;UNIVER GE;UNIVER GE;21302;;1900-01-01;1998-08-21;60
ch:1:sboid:101547;101547;Made to Measure Chichester   O;Made to Measure Chichester   O;Made to Measure Chichester   O;Made to Measure Chichester   O;MADE MEA;MADE MEA;MADE MEA;MADE MEA;21693;;1900-01-01;2014-04-30;60
ch:1:sboid:101550;101550;BN_ESG_RB_I1                 O;BN_ESG_RB_I1                 O;BN_ESG_RB_I1                 O;BN_ESG_RB_I1                 O;BNESG_RBI1;BNESG_RBI1;BNESG_RBI1;BNESG_RBI1;21697;;1900-01-01;2003-12-31;95
ch:1:sboid:101551;101551;BERN TUP-3                   O;BERN TUP-3                   O;BERN TUP-3                   O (FC/VK Testraum P Bern);BERN TUP-3                   O;BERN TUP-3;BERN TUP-3;BERN TUP-3;BERN TUP-3;21698;;1900-01-01;1998-08-21;95
ch:1:sboid:100540;100540;Transports Publics de la Région Nyonnaise;Transports Publics de la Région Nyonnaise;Transports Publics de la Région Nyonnaise;Transports Publics de la Région Nyonnaise;TPN;TPN;TPN;TPN;738;;1900-01-01;2099-12-31;30
ch:1:sboid:100927;100927;GYSEV 1 (MAV);GYSEV 1 (MAV);GYSEV 1 (MAV);GYSEV 1 (MAV);GYSEV 1  $;GYSEV 1  $;GYSEV 1  $;GYSEV 1  $;1955;;1900-01-01;2007-05-31;95
ch:1:sboid:100929;100929;ATTICA BSF (BlueStar-Ferries);ATTICA BSF (BlueStar-Ferries);ATTICA BSF (BlueStar-Ferries);ATTICA BSF (BlueStar-Ferries);ATT BSF  $;ATT BSF  $;ATT BSF  $;ATT BSF  $;1964;;1900-01-01;2005-12-31;95
ch:1:sboid:100930;100930;SeaFrance  (Calais-Dover);SeaFrance  (Calais-Dover);SeaFrance  (Calais-Dover);SeaFrance  (Calais-Dover);SeaFr    $;SeaFr    $;SeaFr    $;SeaFr    $;1966;;1900-01-01;2007-05-31;95
ch:1:sboid:100931;100931;BR 1 Gatwick-Express;BR 1 Gatwick-Express;BR 1 Gatwick-Express;BR 1 Gatwick-Express;BR 1     $;BR 1     $;BR 1     $;BR 1     $;1970;;1900-01-01;2005-08-31;95
ch:1:sboid:100932;100932;TRAS Mediterranea Algeciras-Tanger;TRAS Mediterranea Algeciras-Tanger;TRAS Mediterranea Algeciras-Tanger;TRAS Mediterranea Algeciras-Tanger;TRAS     $;TRAS     $;TRAS     $;TRAS     $;1971;;1900-01-01;2002-12-31;95
ch:1:sboid:100933;100933;Silja Line Stockholm-Helsinki/Turku;Silja Line Stockholm-Helsinki/Turku;Silja Line Stockholm-Helsinki/Turku;Silja Line Stockholm-Helsinki/Turku;Silja L  $;Silja L  $;Silja L  $;Silja L  $;1974;;1900-01-01;2002-12-31;95
ch:1:sboid:100934;100934;NSB Bus Fauske - Narvik;NSB Bus Fauske - Narvik;NSB Bus Fauske - Narvik;NSB Bus Fauske - Narvik;NSB Bus  $;NSB Bus  $;NSB Bus  $;NSB Bus  $;1976;;1900-01-01;2005-12-31;95
ch:1:sboid:100937;100937;AdN-HML Brindisi-Corfou/Igoume/Patras;AdN-HML Brindisi-Corfou/Igoume/Patras;AdN-HML Brindisi-Corfou/Igoume/Patras;AdN-HML Brindisi-Corfou/Igoume/Patras;AdN-HML  $;AdN-HML  $;AdN-HML  $;AdN-HML  $;1983;;1900-01-01;2001-06-09;95
ch:1:sboid:101268;101268;ALBIS ZÜRICH                 O;ALBIS ZÜRICH                 O;ALBIS ZÜRICH                 O;ALBIS ZÜRICH                 O;ALBIS ZUE;ALBIS ZUE;ALBIS ZUE;ALBIS ZUE;21303;;1900-01-01;1998-08-21;60
ch:1:sboid:101269;101269;ALLIANCE ZUERICH             O;ALLIANCE ZUERICH             O;ALLIANCE ZUERICH             O;ALLIANCE ZUERICH             O;ALLIAN ZUE;ALLIAN ZUE;ALLIAN ZUE;ALLIAN ZUE;21304;;1900-01-01;1998-08-21;60
ch:1:sboid:101270;101270;AQUA LA NEUVEVILLE           O;AQUA LA NEUVEVILLE           O;AQUA LA NEUVEVILLE           O;AQUA LA NEUVEVILLE           O;AQUA NV;AQUA NV;AQUA NV;AQUA NV;21305;;1900-01-01;1998-08-21;60
ch:1:sboid:101271;101271;Bachmann Uznach              O;Bachmann Uznach              O;Bachmann Uznach              O;Bachmann Uznach              O;BACH UZ;BACH UZ;BACH UZ;BACH UZ;21306;;1900-01-01;2008-12-31;60
ch:1:sboid:100466;100466;Erlös Infrastruktur-Management;Erlös Infrastruktur-Management;Erlös Infrastruktur-Management;Erlös Infrastruktur-Management;Erlös IM;Erlös IM;Erlös IM;Erlös IM;563;;1900-01-01;2011-12-31;95
